-16.660000	10.192500	1021797.505600	86.010000
-1.360000	14.622500	1022929.960000	70.200000
4.740000	14.225000	1014351.122500	37.910000
-5.930000	12.422500	1014492.128400	72.790000
-13.200000	10.165000	1034553.436900	93.200000
-11.030000	9.790000	1032357.602500	80.600000
-2.900000	17.822500	1016467.240000	71.380000
-10.530000	10.440000	1044443.120400	74.410000
6.250000	17.377500	1020605.062500	32.830000
-18.230000	9.545000	1035916.840000	77.130000
3.280000	17.167500	1012760.449600	65.900000
-2.010000	11.732500	1028500.222500	45.420000
4.300000	17.510000	1022019.902500	57.230000
-16.860000	9.372500	1018161.721600	76.330000
-8.080000	11.150000	1034980.675600	54.750000
-2.280000	16.037500	1042726.899600	56.340000
-6.860000	10.890000	1025824.608900	43.100000
-13.510000	11.157500	1041297.793600	82.040000
-15.060000	10.115000	1038157.210000	64.510000
-1.460000	10.275000	1004104.202500	34.050000
-10.100000	13.012500	1030448.312100	73.330000
8.800000	16.240000	1009783.814400	45.370000
0.370000	17.077500	1022363.654400	66.990000
-17.710000	10.260000	1048698.883600	85.190000
-11.450000	10.177500	1038625.956900	71.440000
-18.610000	8.892500	1051711.780900	73.230000
1.640000	15.610000	1023759.476100	68.460000
-17.160000	10.347500	1036751.604100	87.920000
-3.180000	14.665000	1023557.124100	60.370000
2.170000	16.862500	1031585.548900	45.030000
-11.580000	10.307500	988373.988900	91.790000
-4.230000	14.212500	1024953.760000	79.630000
-16.710000	9.020000	1041175.344400	77.530000
5.980000	16.862500	1030590.432400	41.400000
6.960000	17.822500	1016850.392100	43.510000
-9.170000	13.187500	1049190.490000	54.340000
-2.440000	17.697500	1011734.222500	89.090000
0.910000	18.900000	1036792.332900	58.650000
-16.760000	9.902500	1036303.640100	74.420000
-0.340000	15.072500	1036324.000000	55.560000
4.310000	17.167500	1012398.192400	59.380000
-3.520000	16.727500	1017233.616400	80.490000
-6.720000	11.177500	1034268.660100	29.710000
1.960000	16.335000	1030326.502500	42.930000
-8.990000	16.365000	1028196.000000	83.680000
2.370000	15.932500	1019675.844100	61.250000
-8.700000	9.907500	1009301.529600	81.610000
-1.200000	12.150000	1004865.904900	63.320000
-16.810000	10.415000	1033414.564900	71.380000
0.280000	16.922500	1018181.902500	64.540000
-3.530000	17.580000	1023577.358400	84.360000
5.540000	16.862500	1028946.496900	28.970000
-6.700000	11.015000	1036222.202500	59.240000
0.820000	18.097500	1006811.560000	82.330000
6.120000	17.282500	1019312.352100	52.540000
-9.010000	9.907500	1012217.088100	85.920000
-16.580000	10.570000	1016870.560000	83.780000
-1.300000	17.307500	1023597.592900	69.180000
-9.290000	10.030000	1025784.096100	93.460000
4.110000	18.725000	1006630.956100	70.010000
-1.270000	15.255000	1019514.284100	74.700000
3.260000	16.335000	1029331.993600	39.400000
